ZIP,TRACT,USPS_ZIP_PREF_STATE,USPS_ZIP_PREF_CITY
19152,42101033600,PA,PHILADELPHIA
19153,42101980901,PA,PHILADELPHIA
19153,42101006000,PA,PHILADELPHIA
19153,42101005600,PA,PHILADELPHIA
19153,42101005500,PA,PHILADELPHIA
19153,42101005400,PA,PHILADELPHIA
19153,42101980400,PA,PHILADELPHIA
19153,42101006700,PA,PHILADELPHIA
19153,42045980000,PA,PHILADELPHIA
19154,42101980300,PA,PHILADELPHIA
19154,42101036202,PA,PHILADELPHIA
19154,42101036201,PA,PHILADELPHIA
19154,42101036203,PA,PHILADELPHIA
19154,42101036400,PA,PHILADELPHIA
19154,42101036301,PA,PHILADELPHIA
19154,42101036302,PA,PHILADELPHIA
19154,42101036303,PA,PHILADELPHIA
19154,42101036000,PA,PHILADELPHIA
19154,42101036100,PA,PHILADELPHIA
19160,42101989300,PA,PHILADELPHIA
19172,42101001001,PA,PHILADELPHIA
19176,42101980901,PA,PHILADELPHIA
19181,42101000101,PA,PHILADELPHIA
19192,42101000403,PA,PHILADELPHIA
